volcano_number,volcano_name,eruption_number,eruption_start_year,event_number,event_type,eruption_category,vei,region,primary_volcano_type,tectonic_settings,elevation,major_rock_1,major_rock_2,major_rock_3,major_rock_4,major_rock_5,population_within_5_km,population_within_10_km,population_within_30_km,population_within_100_km
284040,Miyakejima,18272,1983,110314,Evacuations,Confirmed Eruption,3.0,"Japan, Taiwan, Marianas",Stratovolcano,Subduction zone / Oceanic crust (< 15 km),775.0,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,1848.0,3189.0,3474.0,95663.0
284040,Miyakejima,18272,1983,110315,Lava fountains,Confirmed Eruption,3.0,"Japan, Taiwan, Marianas",Stratovolcano,Subduction zone / Oceanic crust (< 15 km),775.0,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,1848.0,3189.0,3474.0,95663.0
284040,Miyakejima,18272,1983,110316,Eruption cloud,Confirmed Eruption,3.0,"Japan, Taiwan, Marianas",Stratovolcano,Subduction zone / Oceanic crust (< 15 km),775.0,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,1848.0,3189.0,3474.0,95663.0
284040,Miyakejima,18272,1983,110317,Crater formation,Confirmed Eruption,3.0,"Japan, Taiwan, Marianas",Stratovolcano,Subduction zone / Oceanic crust (< 15 km),775.0,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,1848.0,3189.0,3474.0,95663.0
284040,Miyakejima,18272,1983,110318,Volcanic tremor,Confirmed Eruption,3.0,"Japan, Taiwan, Marianas",Stratovolcano,Subduction zone / Oceanic crust (< 15 km),775.0,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,1848.0,3189.0,3474.0,95663.0
284040,Miyakejima,18272,1983,110319,Seismicity (volcanic),Confirmed Eruption,3.0,"Japan, Taiwan, Marianas",Stratovolcano,Subduction zone / Oceanic crust (< 15 km),775.0,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,1848.0,3189.0,3474.0,95663.0
284040,Miyakejima,18272,1983,110320,Seismicity (volcanic),Confirmed Eruption,3.0,"Japan, Taiwan, Marianas",Stratovolcano,Subduction zone / Oceanic crust (< 15 km),775.0,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,1848.0,3189.0,3474.0,95663.0
284040,Miyakejima,18272,1983,110321,Blocks,Confirmed Eruption,3.0,"Japan, Taiwan, Marianas",Stratovolcano,Subduction zone / Oceanic crust (< 15 km),775.0,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,1848.0,3189.0,3474.0,95663.0
284040,Miyakejima,18272,1983,110322,Lava flow(s),Confirmed Eruption,3.0,"Japan, Taiwan, Marianas",Stratovolcano,Subduction zone / Oceanic crust (< 15 km),775.0,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,1848.0,3189.0,3474.0,95663.0
284040,Miyakejima,18273,2000,110326,Explosion,Confirmed Eruption,3.0,"Japan, Taiwan, Marianas",Stratovolcano,Subduction zone / Oceanic crust (< 15 km),775.0,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,1848.0,3189.0,3474.0,95663.0
284040,Miyakejima,18273,2000,110327,Ash,Confirmed Eruption,3.0,"Japan, Taiwan, Marianas",Stratovolcano,Subduction zone / Oceanic crust (< 15 km),775.0,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,1848.0,3189.0,3474.0,95663.0
284040,Miyakejima,18273,2000,110328,Scoria,Confirmed Eruption,3.0,"Japan, Taiwan, Marianas",Stratovolcano,Subduction zone / Oceanic crust (< 15 km),775.0,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,1848.0,3189.0,3474.0,95663.0
284040,Miyakejima,18273,2000,110329,Pyroclastic flow,Confirmed Eruption,3.0,"Japan, Taiwan, Marianas",Stratovolcano,Subduction zone / Oceanic crust (< 15 km),775.0,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,1848.0,3189.0,3474.0,95663.0
284040,Miyakejima,18273,2000,110330,Phreatic activity,Confirmed Eruption,3.0,"Japan, Taiwan, Marianas",Stratovolcano,Subduction zone / Oceanic crust (< 15 km),775.0,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,1848.0,3189.0,3474.0,95663.0
284040,Miyakejima,18273,2000,110331,Property damage,Confirmed Eruption,3.0,"Japan, Taiwan, Marianas",Stratovolcano,Subduction zone / Oceanic crust (< 15 km),775.0,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,1848.0,3189.0,3474.0,95663.0
284040,Miyakejima,18273,2000,110332,Lahar or mudflow,Confirmed Eruption,3.0,"Japan, Taiwan, Marianas",Stratovolcano,Subduction zone / Oceanic crust (< 15 km),775.0,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,1848.0,3189.0,3474.0,95663.0
284040,Miyakejima,18273,2000,110333,Caldera formation,Confirmed Eruption,3.0,"Japan, Taiwan, Marianas",Stratovolcano,Subduction zone / Oceanic crust (< 15 km),775.0,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,1848.0,3189.0,3474.0,95663.0
284040,Miyakejima,18273,2000,110334,Evacuations,Confirmed Eruption,3.0,"Japan, Taiwan, Marianas",Stratovolcano,Subduction zone / Oceanic crust (< 15 km),775.0,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,1848.0,3189.0,3474.0,95663.0
284040,Miyakejima,18273,2000,110335,Debris avalanches,Confirmed Eruption,3.0,"Japan, Taiwan, Marianas",Stratovolcano,Subduction zone / Oceanic crust (< 15 km),775.0,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,1848.0,3189.0,3474.0,95663.0
284050,Hachijojima,18283,-8020,110336,Pyroclastic flow,Confirmed Eruption,4.0,"Japan, Taiwan, Marianas",Stratovolcano(es),Subduction zone / Oceanic crust (< 15 km),854.0,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,11275.0,13560.0,13564.0,14082.0
284050,Hachijojima,18283,-8020,110337,Phreatomagmatic eruption,Confirmed Eruption,4.0,"Japan, Taiwan, Marianas",Stratovolcano(es),Subduction zone / Oceanic crust (< 15 km),854.0,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,11275.0,13560.0,13564.0,14082.0
284050,Hachijojima,18284,-7650,110338,Explosion,Confirmed Eruption,,"Japan, Taiwan, Marianas",Stratovolcano(es),Subduction zone / Oceanic crust (< 15 km),854.0,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,11275.0,13560.0,13564.0,14082.0
284050,Hachijojima,18284,-7650,110339,Scoria,Confirmed Eruption,,"Japan, Taiwan, Marianas",Stratovolcano(es),Subduction zone / Oceanic crust (< 15 km),854.0,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,11275.0,13560.0,13564.0,14082.0
284050,Hachijojima,18285,-5020,110341,Lapilli,Confirmed Eruption,3.0,"Japan, Taiwan, Marianas",Stratovolcano(es),Subduction zone / Oceanic crust (< 15 km),854.0,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,11275.0,13560.0,13564.0,14082.0
284050,Hachijojima,18285,-5020,110342,Phreatic activity,Confirmed Eruption,3.0,"Japan, Taiwan, Marianas",Stratovolcano(es),Subduction zone / Oceanic crust (< 15 km),854.0,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,11275.0,13560.0,13564.0,14082.0
284050,Hachijojima,18285,-5020,110343,Lahar or mudflow,Confirmed Eruption,3.0,"Japan, Taiwan, Marianas",Stratovolcano(es),Subduction zone / Oceanic crust (< 15 km),854.0,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,11275.0,13560.0,13564.0,14082.0
284050,Hachijojima,18286,-4650,110346,Explosion,Confirmed Eruption,5.0,"Japan, Taiwan, Marianas",Stratovolcano(es),Subduction zone / Oceanic crust (< 15 km),854.0,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,11275.0,13560.0,13564.0,14082.0
284050,Hachijojima,18286,-4650,110347,Ash,Confirmed Eruption,5.0,"Japan, Taiwan, Marianas",Stratovolcano(es),Subduction zone / Oceanic crust (< 15 km),854.0,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,11275.0,13560.0,13564.0,14082.0
284050,Hachijojima,18286,-4650,110348,Pyroclastic flow,Confirmed Eruption,5.0,"Japan, Taiwan, Marianas",Stratovolcano(es),Subduction zone / Oceanic crust (< 15 km),854.0,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,11275.0,13560.0,13564.0,14082.0
284050,Hachijojima,18286,-4650,110349,Phreatomagmatic eruption,Confirmed Eruption,5.0,"Japan, Taiwan, Marianas",Stratovolcano(es),Subduction zone / Oceanic crust (< 15 km),854.0,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,11275.0,13560.0,13564.0,14082.0
284050,Hachijojima,18287,-3350,110350,Explosion,Confirmed Eruption,,"Japan, Taiwan, Marianas",Stratovolcano(es),Subduction zone / Oceanic crust (< 15 km),854.0,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,11275.0,13560.0,13564.0,14082.0
284050,Hachijojima,18287,-3350,110351,Scoria,Confirmed Eruption,,"Japan, Taiwan, Marianas",Stratovolcano(es),Subduction zone / Oceanic crust (< 15 km),854.0,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,11275.0,13560.0,13564.0,14082.0
284050,Hachijojima,18288,-2700,110353,Explosion,Confirmed Eruption,3.0,"Japan, Taiwan, Marianas",Stratovolcano(es),Subduction zone / Oceanic crust (< 15 km),854.0,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,11275.0,13560.0,13564.0,14082.0
284050,Hachijojima,18288,-2700,110354,Pyroclastic flow,Confirmed Eruption,3.0,"Japan, Taiwan, Marianas",Stratovolcano(es),Subduction zone / Oceanic crust (< 15 km),854.0,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,11275.0,13560.0,13564.0,14082.0
284050,Hachijojima,18288,-2700,110355,Phreatomagmatic eruption,Confirmed Eruption,3.0,"Japan, Taiwan, Marianas",Stratovolcano(es),Subduction zone / Oceanic crust (< 15 km),854.0,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,11275.0,13560.0,13564.0,14082.0
284050,Hachijojima,18289,-2550,110357,Explosion,Confirmed Eruption,3.0,"Japan, Taiwan, Marianas",Stratovolcano(es),Subduction zone / Oceanic crust (< 15 km),854.0,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,11275.0,13560.0,13564.0,14082.0
284050,Hachijojima,18289,-2550,110358,Pumice,Confirmed Eruption,3.0,"Japan, Taiwan, Marianas",Stratovolcano(es),Subduction zone / Oceanic crust (< 15 km),854.0,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,11275.0,13560.0,13564.0,14082.0
284050,Hachijojima,18290,-2450,110359,Explosion,Confirmed Eruption,4.0,"Japan, Taiwan, Marianas",Stratovolcano(es),Subduction zone / Oceanic crust (< 15 km),854.0,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,11275.0,13560.0,13564.0,14082.0
284050,Hachijojima,18290,-2450,110360,Ash,Confirmed Eruption,4.0,"Japan, Taiwan, Marianas",Stratovolcano(es),Subduction zone / Oceanic crust (< 15 km),854.0,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,11275.0,13560.0,13564.0,14082.0
284050,Hachijojima,18290,-2450,110361,Pyroclastic flow,Confirmed Eruption,4.0,"Japan, Taiwan, Marianas",Stratovolcano(es),Subduction zone / Oceanic crust (< 15 km),854.0,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,11275.0,13560.0,13564.0,14082.0
284050,Hachijojima,18290,-2450,110362,Phreatomagmatic eruption,Confirmed Eruption,4.0,"Japan, Taiwan, Marianas",Stratovolcano(es),Subduction zone / Oceanic crust (< 15 km),854.0,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,11275.0,13560.0,13564.0,14082.0
284050,Hachijojima,18291,-2050,110364,Explosion,Confirmed Eruption,5.0,"Japan, Taiwan, Marianas",Stratovolcano(es),Subduction zone / Oceanic crust (< 15 km),854.0,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,11275.0,13560.0,13564.0,14082.0
284050,Hachijojima,18291,-2050,110365,Pyroclastic flow,Confirmed Eruption,5.0,"Japan, Taiwan, Marianas",Stratovolcano(es),Subduction zone / Oceanic crust (< 15 km),854.0,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,11275.0,13560.0,13564.0,14082.0
284050,Hachijojima,18291,-2050,110366,Pumice,Confirmed Eruption,5.0,"Japan, Taiwan, Marianas",Stratovolcano(es),Subduction zone / Oceanic crust (< 15 km),854.0,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,11275.0,13560.0,13564.0,14082.0
284050,Hachijojima,18292,-1250,110367,Explosion,Confirmed Eruption,,"Japan, Taiwan, Marianas",Stratovolcano(es),Subduction zone / Oceanic crust (< 15 km),854.0,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,11275.0,13560.0,13564.0,14082.0
284050,Hachijojima,18292,-1250,110368,Ash,Confirmed Eruption,,"Japan, Taiwan, Marianas",Stratovolcano(es),Subduction zone / Oceanic crust (< 15 km),854.0,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,11275.0,13560.0,13564.0,14082.0
284060,Aogashima,18303,-1200,110369,Explosion,Confirmed Eruption,,"Japan, Taiwan, Marianas",Stratovolcano,Subduction zone / Oceanic crust (< 15 km),423.0,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,232.0,232.0,232.0,8559.0
284060,Aogashima,18303,-1200,110370,Lapilli,Confirmed Eruption,,"Japan, Taiwan, Marianas",Stratovolcano,Subduction zone / Oceanic crust (< 15 km),423.0,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,232.0,232.0,232.0,8559.0
284060,Aogashima,18303,-1200,110371,Scoria,Confirmed Eruption,,"Japan, Taiwan, Marianas",Stratovolcano,Subduction zone / Oceanic crust (< 15 km),423.0,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,232.0,232.0,232.0,8559.0
284060,Aogashima,18303,-1200,110372,Pyroclastic flow,Confirmed Eruption,,"Japan, Taiwan, Marianas",Stratovolcano,Subduction zone / Oceanic crust (< 15 km),423.0,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,232.0,232.0,232.0,8559.0
284060,Aogashima,18303,-1200,110373,Phreatomagmatic eruption,Confirmed Eruption,,"Japan, Taiwan, Marianas",Stratovolcano,Subduction zone / Oceanic crust (< 15 km),423.0,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,232.0,232.0,232.0,8559.0
284060,Aogashima,18304,-1100,110375,Explosion,Confirmed Eruption,,"Japan, Taiwan, Marianas",Stratovolcano,Subduction zone / Oceanic crust (< 15 km),423.0,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,232.0,232.0,232.0,8559.0
284060,Aogashima,18304,-1100,110376,Scoria,Confirmed Eruption,,"Japan, Taiwan, Marianas",Stratovolcano,Subduction zone / Oceanic crust (< 15 km),423.0,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,232.0,232.0,232.0,8559.0
284060,Aogashima,18304,-1100,110377,Lava flow(s),Confirmed Eruption,,"Japan, Taiwan, Marianas",Stratovolcano,Subduction zone / Oceanic crust (< 15 km),423.0,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,232.0,232.0,232.0,8559.0
284060,Aogashima,18305,-600,110379,Explosion,Confirmed Eruption,4.0,"Japan, Taiwan, Marianas",Stratovolcano,Subduction zone / Oceanic crust (< 15 km),423.0,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,232.0,232.0,232.0,8559.0
284060,Aogashima,18305,-600,110380,Ash,Confirmed Eruption,4.0,"Japan, Taiwan, Marianas",Stratovolcano,Subduction zone / Oceanic crust (< 15 km),423.0,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,232.0,232.0,232.0,8559.0
284060,Aogashima,18305,-600,110381,Lapilli,Confirmed Eruption,4.0,"Japan, Taiwan, Marianas",Stratovolcano,Subduction zone / Oceanic crust (< 15 km),423.0,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,232.0,232.0,232.0,8559.0
284060,Aogashima,18305,-600,110382,Scoria,Confirmed Eruption,4.0,"Japan, Taiwan, Marianas",Stratovolcano,Subduction zone / Oceanic crust (< 15 km),423.0,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,232.0,232.0,232.0,8559.0
284060,Aogashima,18306,1652,110384,Ash,Confirmed Eruption,3.0,"Japan, Taiwan, Marianas",Stratovolcano,Subduction zone / Oceanic crust (< 15 km),423.0,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,232.0,232.0,232.0,8559.0
284060,Aogashima,18306,1652,110385,Phreatic activity,Confirmed Eruption,3.0,"Japan, Taiwan, Marianas",Stratovolcano,Subduction zone / Oceanic crust (< 15 km),423.0,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,232.0,232.0,232.0,8559.0
284060,Aogashima,18307,1670,110388,Explosion,Confirmed Eruption,2.0,"Japan, Taiwan, Marianas",Stratovolcano,Subduction zone / Oceanic crust (< 15 km),423.0,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,232.0,232.0,232.0,8559.0
284060,Aogashima,18307,1670,110389,Ash,Confirmed Eruption,2.0,"Japan, Taiwan, Marianas",Stratovolcano,Subduction zone / Oceanic crust (< 15 km),423.0,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,232.0,232.0,232.0,8559.0
284060,Aogashima,18308,1780,110392,Explosion,Confirmed Eruption,3.0,"Japan, Taiwan, Marianas",Stratovolcano,Subduction zone / Oceanic crust (< 15 km),423.0,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,232.0,232.0,232.0,8559.0
284060,Aogashima,18308,1780,110393,Tephra,Confirmed Eruption,3.0,"Japan, Taiwan, Marianas",Stratovolcano,Subduction zone / Oceanic crust (< 15 km),423.0,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,232.0,232.0,232.0,8559.0
284060,Aogashima,18308,1780,110394,Lava flow(s),Confirmed Eruption,3.0,"Japan, Taiwan, Marianas",Stratovolcano,Subduction zone / Oceanic crust (< 15 km),423.0,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,232.0,232.0,232.0,8559.0
284060,Aogashima,18308,1780,110395,Property damage,Confirmed Eruption,3.0,"Japan, Taiwan, Marianas",Stratovolcano,Subduction zone / Oceanic crust (< 15 km),423.0,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,232.0,232.0,232.0,8559.0
284060,Aogashima,18308,1780,110396,Fatalities,Confirmed Eruption,3.0,"Japan, Taiwan, Marianas",Stratovolcano,Subduction zone / Oceanic crust (< 15 km),423.0,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,232.0,232.0,232.0,8559.0
284060,Aogashima,18308,1780,110397,Lahar or mudflow,Confirmed Eruption,3.0,"Japan, Taiwan, Marianas",Stratovolcano,Subduction zone / Oceanic crust (< 15 km),423.0,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,232.0,232.0,232.0,8559.0
284060,Aogashima,18308,1780,110398,Evacuations,Confirmed Eruption,3.0,"Japan, Taiwan, Marianas",Stratovolcano,Subduction zone / Oceanic crust (< 15 km),423.0,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,232.0,232.0,232.0,8559.0
284060,Aogashima,18308,1780,110399,Cinder cone formation,Confirmed Eruption,3.0,"Japan, Taiwan, Marianas",Stratovolcano,Subduction zone / Oceanic crust (< 15 km),423.0,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,232.0,232.0,232.0,8559.0
284060,Aogashima,18308,1780,110400,Earthquakes (undefined),Confirmed Eruption,3.0,"Japan, Taiwan, Marianas",Stratovolcano,Subduction zone / Oceanic crust (< 15 km),423.0,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,232.0,232.0,232.0,8559.0
284060,Aogashima,18308,1780,110401,Earthquakes (undefined),Confirmed Eruption,3.0,"Japan, Taiwan, Marianas",Stratovolcano,Subduction zone / Oceanic crust (< 15 km),423.0,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,232.0,232.0,232.0,8559.0
284070,Myojinsho,18323,1970,110404,Explosion,Confirmed Eruption,2.0,"Japan, Taiwan, Marianas",Submarine,Subduction zone / Oceanic crust (< 15 km),11.0,Dacite,Andesite / Basaltic Andesite,Rhyolite, , ,0.0,0.0,0.0,242.0
284070,Myojinsho,18323,1970,110405,Volcanic smoke,Confirmed Eruption,2.0,"Japan, Taiwan, Marianas",Submarine,Subduction zone / Oceanic crust (< 15 km),11.0,Dacite,Andesite / Basaltic Andesite,Rhyolite, , ,0.0,0.0,0.0,242.0
284070,Myojinsho,18323,1970,110406,Pumice,Confirmed Eruption,2.0,"Japan, Taiwan, Marianas",Submarine,Subduction zone / Oceanic crust (< 15 km),11.0,Dacite,Andesite / Basaltic Andesite,Rhyolite, , ,0.0,0.0,0.0,242.0
284080,Sumisujima,18333,1870,110417,Island formation,Confirmed Eruption,2.0,"Japan, Taiwan, Marianas",Submarine,Subduction zone / Oceanic crust (< 15 km),136.0,Dacite,Basalt / Picro-Basalt,Rhyolite, , ,0.0,0.0,0.0,0.0
300060,Mutnovsky,18345,250,110429,Ash,Confirmed Eruption,2.0,Kamchatka and Mainland Asia,Complex,Subduction zone / Continental crust (>25 km),2288.0,Basalt / Picro-Basalt, , , , ,0.0,0.0,97.0,250858.0
300060,Mutnovsky,18345,250,110430,Phreatic activity,Confirmed Eruption,2.0,Kamchatka and Mainland Asia,Complex,Subduction zone / Continental crust (>25 km),2288.0,Basalt / Picro-Basalt, , , , ,0.0,0.0,97.0,250858.0
284090,Izu-Torishima,18368,1902,110434,Fatalities,Confirmed Eruption,3.0,"Japan, Taiwan, Marianas",Stratovolcano,Subduction zone / Oceanic crust (< 15 km),394.0,Basalt / Picro-Basalt,Dacite,Andesite / Basaltic Andesite, , ,21.0,21.0,21.0,21.0
284090,Izu-Torishima,18369,1939,110436,Explosion,Confirmed Eruption,3.0,"Japan, Taiwan, Marianas",Stratovolcano,Subduction zone / Oceanic crust (< 15 km),394.0,Basalt / Picro-Basalt,Dacite,Andesite / Basaltic Andesite, , ,21.0,21.0,21.0,21.0
284090,Izu-Torishima,18369,1939,110437,Lava flow(s),Confirmed Eruption,3.0,"Japan, Taiwan, Marianas",Stratovolcano,Subduction zone / Oceanic crust (< 15 km),394.0,Basalt / Picro-Basalt,Dacite,Andesite / Basaltic Andesite, , ,21.0,21.0,21.0,21.0
284090,Izu-Torishima,18369,1939,110438,Fatalities,Confirmed Eruption,3.0,"Japan, Taiwan, Marianas",Stratovolcano,Subduction zone / Oceanic crust (< 15 km),394.0,Basalt / Picro-Basalt,Dacite,Andesite / Basaltic Andesite, , ,21.0,21.0,21.0,21.0
284090,Izu-Torishima,18369,1939,110439,Cinder cone formation,Confirmed Eruption,3.0,"Japan, Taiwan, Marianas",Stratovolcano,Subduction zone / Oceanic crust (< 15 km),394.0,Basalt / Picro-Basalt,Dacite,Andesite / Basaltic Andesite, , ,21.0,21.0,21.0,21.0
284090,Izu-Torishima,18369,1939,110440,Lava flow(s),Confirmed Eruption,3.0,"Japan, Taiwan, Marianas",Stratovolcano,Subduction zone / Oceanic crust (< 15 km),394.0,Basalt / Picro-Basalt,Dacite,Andesite / Basaltic Andesite, , ,21.0,21.0,21.0,21.0
284090,Izu-Torishima,18370,1965,110442,Evacuations,Confirmed Eruption,0.0,"Japan, Taiwan, Marianas",Stratovolcano,Subduction zone / Oceanic crust (< 15 km),394.0,Basalt / Picro-Basalt,Dacite,Andesite / Basaltic Andesite, , ,21.0,21.0,21.0,21.0
284090,Izu-Torishima,18371,1975,110444,Flames,Confirmed Eruption,2.0,"Japan, Taiwan, Marianas",Stratovolcano,Subduction zone / Oceanic crust (< 15 km),394.0,Basalt / Picro-Basalt,Dacite,Andesite / Basaltic Andesite, , ,21.0,21.0,21.0,21.0
284090,Izu-Torishima,18372,2002,110446,Explosion,Confirmed Eruption,2.0,"Japan, Taiwan, Marianas",Stratovolcano,Subduction zone / Oceanic crust (< 15 km),394.0,Basalt / Picro-Basalt,Dacite,Andesite / Basaltic Andesite, , ,21.0,21.0,21.0,21.0
284090,Izu-Torishima,18372,2002,110447,Ash,Confirmed Eruption,2.0,"Japan, Taiwan, Marianas",Stratovolcano,Subduction zone / Oceanic crust (< 15 km),394.0,Basalt / Picro-Basalt,Dacite,Andesite / Basaltic Andesite, , ,21.0,21.0,21.0,21.0
284100,Kaitoku Seamount,18374,1984,110452,Pumice,Confirmed Eruption,0.0,"Japan, Taiwan, Marianas",Submarine,Subduction zone / Crustal thickness unknown,-95.0,Basalt / Picro-Basalt,Andesite / Basaltic Andesite,Dacite, , ,0.0,0.0,0.0,160.0
284110,Kita-Ioto,18378,1880,110457,Ash,Confirmed Eruption,0.0,"Japan, Taiwan, Marianas",Stratovolcano,Subduction zone / Crustal thickness unknown,792.0,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,158.0,162.0,162.0,1210.0
284110,Kita-Ioto,18378,1880,110458,Earthquakes (undefined),Confirmed Eruption,0.0,"Japan, Taiwan, Marianas",Stratovolcano,Subduction zone / Crustal thickness unknown,792.0,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,158.0,162.0,162.0,1210.0
284110,Kita-Ioto,18379,1930,110460,Explosion,Confirmed Eruption,2.0,"Japan, Taiwan, Marianas",Stratovolcano,Subduction zone / Crustal thickness unknown,792.0,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,158.0,162.0,162.0,1210.0
284110,Kita-Ioto,18379,1930,110461,Pumice,Confirmed Eruption,2.0,"Japan, Taiwan, Marianas",Stratovolcano,Subduction zone / Crustal thickness unknown,792.0,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,158.0,162.0,162.0,1210.0
284120,Ioto,18408,1957,110468,Ash,Confirmed Eruption,1.0,"Japan, Taiwan, Marianas",Caldera,Subduction zone / Crustal thickness unknown,169.0,Trachyandesite / Basaltic Trachyandesite,Trachyte / Trachydacite, , , ,1179.0,1179.0,1189.0,1370.0
284120,Ioto,18408,1957,110469,Phreatic activity,Confirmed Eruption,1.0,"Japan, Taiwan, Marianas",Caldera,Subduction zone / Crustal thickness unknown,169.0,Trachyandesite / Basaltic Trachyandesite,Trachyte / Trachydacite, , , ,1179.0,1179.0,1189.0,1370.0
284120,Ioto,18409,1967,110471,Phreatic activity,Confirmed Eruption,1.0,"Japan, Taiwan, Marianas",Caldera,Subduction zone / Crustal thickness unknown,169.0,Trachyandesite / Basaltic Trachyandesite,Trachyte / Trachydacite, , , ,1179.0,1179.0,1189.0,1370.0
284120,Ioto,18410,1969,110473,Phreatic activity,Confirmed Eruption,1.0,"Japan, Taiwan, Marianas",Caldera,Subduction zone / Crustal thickness unknown,169.0,Trachyandesite / Basaltic Trachyandesite,Trachyte / Trachydacite, , , ,1179.0,1179.0,1189.0,1370.0
284120,Ioto,18411,1969,110475,Phreatic activity,Confirmed Eruption,1.0,"Japan, Taiwan, Marianas",Caldera,Subduction zone / Crustal thickness unknown,169.0,Trachyandesite / Basaltic Trachyandesite,Trachyte / Trachydacite, , , ,1179.0,1179.0,1189.0,1370.0
